utla,GSS_NM,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23
E06000017,Rutland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,4,4,6,6,6,7,7,8,8,8,9,9,10,10,11,12,12,12,13,13,13,13,13,13,15,15
E08000006,Salford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,4,9,11,14,21,30,38,45,56,72,78,96,109,127,141,162,191,209,230,242,258,276,304,314,326,330,352,362,373,382,394,413,444,464,476,487,502,514,514,514
E08000028,Sandwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,11,15,20,22,29,47,53,60,73,95,112,129,143,162,180,209,244,279,309,346,377,396,420,443,471,505,530,566,578,596,630,660,698,731,756,778,799,829,849,856,856
E08000014,Sefton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,6,6,7,8,12,14,16,20,27,34,52,64,80,92,104,123,156,184,216,260,293,320,356,394,426,459,473,500,521,553,582,614,632,658,670,682,697,714,724,724
E08000019,Sheffield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,6,6,9,12,12,18,18,20,24,30,36,50,63,81,107,132,169,212,273,332,380,427,454,519,581,656,766,829,881,924,966,1032,1096,1146,1196,1249,1306,1358,1392,1462,1510,1586,1633,1670,1729,1767,1798,1805,1835,1856
E06000051,Shropshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,12,22,22,22,22,22,22,26,28,33,35,40,44,54,58,72,82,95,108,116,125,138,146,165,173,180,191,200,218,232,238,246,262,279,294,304,319,340,348,360,370,397,402,402
E06000039,Slough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,5,10,16,19,21,25,32,37,38,43,48,50,56,66,73,79,91,102,107,113,123,129,140,143,153,167,172,181,199,208,216,230,242,251,265,282,298,306,316,324,330,336,341,341,341
E08000029,Solihull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,5,10,14,18,21,30,45,61,78,95,124,137,151,168,183,208,228,251,261,273,292,306,325,347,360,367,377,396,415,426,436,447,454,477,487,487,487
E10000027,Somerset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,8,11,13,14,14,14,15,16,19,22,24,28,32,37,44,52,57,61,70,78,86,105,120,126,135,151,161,176,189,205,223,234,248,264,282,313,347,360,368,389,408,424,424
E06000025,South Gloucestershire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,9,12,12,13,13,14,16,17,17,20,23,31,36,49,53,59,67,76,91,102,108,117,127,136,146,156,165,193,206,212,218,222,224,232,251,257,264,273,280,296,306,311,311
E08000023,South Tyneside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,6,8,8,10,15,19,21,28,29,34,47,60,69,82,99,111,126,149,168,187,199,217,229,238,254,281,303,333,357,370,377,402,420,437,442
E06000045,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,5,5,6,8,9,11,14,17,23,27,33,35,41,56,69,79,88,105,125,139,156,165,177,189,198,213,226,248,257,264,274,285,302,311,325,344,359,364,379,395,407,411
E06000033,Southend-on-Sea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,4,4,6,8,8,8,8,9,13,19,25,27,35,42,48,59,72,87,103,117,135,150,159,178,196,201,207,217,221,228,238,245,251,254,255,256,261,268,270,271,271
E09000028,Southwark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,4,4,5,6,8,9,11,18,24,35,45,53,63,75,91,110,130,145,168,181,209,253,284,313,345,393,425,459,511,545,601,641,689,726,751,790,837,878,919,949,976,987,1009,1030,1052,1072,1087,1104,1108,1118,1135,1137,1137
E08000013,St. Helens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,5,6,10,12,14,18,29,40,52,66,76,96,119,137,166,192,222,252,273,301,329,344,365,376,386,400,409,418,446,469,491,500,503,517,546,556,556
E10000028,Staffordshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,4,4,5,6,7,10,16,20,27,35,40,51,64,79,97,111,137,158,196,234,269,292,337,378,419,473,531,578,620,652,693,750,799,856,916,955,990,1030,1081,1136,1187,1234,1281,1323,1373,1425,1451,1455
E08000007,Stockport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,5,6,9,12,12,15,21,28,35,37,43,49,55,65,74,89,97,107,119,142,160,193,221,252,278,304,346,374,401,436,469,495,509,546,567,591,612,633,653,667,689,702,714,717
E06000004,Stockton-on-Tees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,5,5,6,9,9,10,12,12,12,15,17,19,25,33,43,48,64,72,84,97,113,125,137,146,165,176,194,200,210,219,228,244,254,259,261,268,278,293,297,303,303
E06000021,Stoke-on-Trent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,5,6,7,9,11,15,20,25,30,33,37,54,68,71,88,97,108,114,121,125,136,154,165,189,200,210,225,239,254,266,282,294,305,321,341,352,361
E10000029,Suffolk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,7,8,10,16,17,21,25,26,30,39,46,62,72,77,95,115,121,141,164,190,219,240,270,289,320,350,377,415,442,475,502,529,547,568,604,656,687,749,780,836,846,850,850
E08000024,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,5,5,6,9,12,17,19,25,43,53,64,73,77,88,117,163,206,243,291,337,386,446,495,546,593,630,677,706,740,770,820,844,882,915,943,999,1020,1031,1037
E10000030,Surrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,4,4,4,6,6,8,11,16,21,37,42,51,60,73,92,126,148,174,198,234,284,325,379,434,490,546,595,695,759,851,921,985,1054,1120,1206,1323,1403,1467,1549,1614,1668,1763,1848,1959,2031,2093,2140,2172,2233,2280,2286,2288
E09000029,Sutton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,6,6,8,12,14,14,17,21,26,29,39,44,53,78,95,107,120,141,158,169,192,211,248,277,297,303,313,337,366,395,417,431,451,456,510,535,561,579,594,597,604,614,621,622,622
E06000030,Swindon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,4,4,5,5,6,8,8,9,9,12,15,19,22,27,30,31,36,42,46,54,66,73,85,95,104,121,136,155,169,186,196,211,228,240,256,267,273,287,304,311,322,322
E08000008,Tameside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,7,9,11,14,16,19,22,26,28,36,40,43,48,52,60,68,75,88,98,116,131,149,162,177,191,219,229,254,268,278,285,303,322,335,347,363,374,381,387,395,405,407,407
E06000020,Telford and Wrekin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,7,7,8,8,9,11,12,14,14,19,22,25,31,39,45,55,61,67,71,78,85,92,101,104,116,122,124,131,133,136,139,144,150,156,166,183,187,197,203,210,210
E06000034,Thurrock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,5,8,13,14,14,17,22,31,33,37,47,59,66,73,83,93,103,120,125,133,142,150,164,182,187,191,199,204,212,216,218,227,231,235,236,242,244,245,245
E06000027,Torbay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,6,6,6,6,6,6,6,6,7,8,9,10,10,15,16,17,19,21,22,27,33,36,37,42,49,52,54,54,58,61,63,69,72,93,98,99,101,104,107,110,111,127,130,152,162,168,177,177
E09000030,Tower Hamlets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,6,8,10,11,16,19,22,25,28,34,45,55,66,74,78,89,106,133,167,189,201,221,236,261,285,311,345,365,384,409,426,448,463,478,491,505,519,526,538,548,550,554,560,569,577,581,582
E08000009,Trafford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,7,7,10,12,13,15,16,16,21,25,32,36,45,50,60,70,85,93,106,114,133,146,174,201,227,243,262,284,303,333,349,371,385,395,404,425,433,451,461,475,483,498,520,523,525
E08000036,Wakefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,9,10,12,14,19,26,33,44,58,65,78,89,100,116,133,150,178,189,210,234,257,282,295,309,317,335,350,365,384,395,407,420,427,439,445,448,448
E08000030,Walsall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,7,14,16,18,22,23,27,32,40,49,61,71,90,106,122,141,160,195,216,243,273,309,357,384,410,427,460,493,512,544,565,574,587,609,631,650,673,706,718,728,752,775,778,778
E09000031,Waltham Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,5,6,8,11,15,17,22,33,42,55,67,70,91,102,126,160,187,208,232,256,292,317,344,374,395,421,446,466,487,512,528,543,561,580,596,621,628,634,647,658,671,678,681,683
E09000032,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,5,7,16,26,38,42,53,65,78,98,113,130,153,169,185,212,240,284,316,346,366,389,415,456,493,531,558,584,601,635,661,687,711,741,755,761,775,793,812,831,849,860,864,873,879,880,880
E06000007,Warrington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,4,4,4,4,6,7,8,10,15,18,19,22,32,40,50,68,87,104,129,145,161,184,215,246,284,305,333,350,358,374,403,416,442,455,466,473,493,516,516,516
E10000031,Warwickshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,5,7,7,7,7,8,11,13,17,20,21,24,32,36,51,59,71,80,87,115,135,149,177,195,221,247,287,307,336,387,427,462,486,523,560,592,632,662,696,718,746,766,793,831,857,899,930,957,976,976,976
E06000037,West Berkshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,5,6,7,10,11,14,21,22,30,33,40,44,49,55,58,69,73,87,92,101,114,120,126,137,142,144,157,166,173,185,197,206,223,233,248,254,270,275,276,276
E10000032,West Sussex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3,5,5,7,8,11,17,18,21,30,39,48,56,66,75,89,109,132,152,171,188,204,236,268,293,314,366,399,426,476,531,570,608,634,661,690,722,755,789,838,879,906,924,948,971,974,974
E09000033,Westminster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,9,11,12,18,24,38,52,60,70,75,89,99,108,117,132,145,157,179,194,217,237,250,270,287,313,325,343,360,387,403,420,431,446,460,479,488,499,507,517,528,543,553,559,562,565,568,571,572,572
E08000010,Wigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,4,4,4,4,4,4,4,5,5,6,7,7,8,10,10,11,15,16,19,25,31,46,59,66,80,99,123,136,160,184,198,213,230,254,269,282,299,325,334,354,374,395,420,440,457,475,506,523,529,529
E06000054,Wiltshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,5,8,9,13,13,13,17,18,22,27,31,35,41,47,55,60,67,85,92,95,108,118,128,138,153,162,180,193,203,214,231,236,252,263,280,285,303,317,326,336,346,356,368,369,369
E06000040,Windsor and Maidenhead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,7,11,11,14,15,17,18,18,24,29,31,37,44,46,55,60,64,72,74,83,90,99,103,107,116,120,123,133,136,146,148,157,163,165,175,184,198,205,207,211,217,217,217,217
E08000015,Wirral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,4,5,6,8,8,10,10,10,11,13,16,21,28,38,44,55,70,83,105,123,139,157,209,253,295,338,385,434,482,522,552,587,614,649,695,733,759,789,808,835,850,873,877,877
E06000041,Wokingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,3,3,5,8,10,10,10,12,12,13,17,19,21,21,24,25,26,28,33,43,50,63,78,86,100,102,110,119,127,133,143,155,160,176,179,190,207,221,233,250,277,281,289,296,308,309,311
E08000031,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,5,8,13,18,29,37,40,44,59,65,72,87,98,103,112,136,147,160,186,204,216,237,260,279,296,307,327,337,359,374,406,425,450,460,469,497,514,530,555,582,598,610,632,651,656,656
E10000034,Worcestershire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,10,14,14,15,19,22,28,33,42,56,69,78,92,109,131,154,176,211,239,284,321,355,386,422,438,462,498,541,582,621,652,689,711,736,784,826,861,911,944,959,986,997,997,997
E06000014,York,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,5,5,5,7,9,11,12,13,13,14,16,17,18,23,30,30,34,39,51,62,70,74,78,88,101,111,120,126,129,134,146,153,160,170,182,186,192,200,210,223,224
